Date,Average City MPG
2011-01-01,99.2
2012-01-01,82.41666666666667
2013-01-01,104.95238095238095
2014-01-01,96.70588235294117
2015-01-01,90.8
2016-01-01,88.40625
2017-01-01,93.734375
2018-01-01,91.2542372881356
2019-01-01,97.1
2020-01-01,90.41463414634147
2021-01-01,86.34905660377359
2022-01-01,89.00729927007299
2023-01-01,89.22314049586777
2024-01-01,88.81954887218045
